Netbeheerder;Klanttype;Contracttype;Tarieftype;Tariefdetail;Tariefnotering;Prijs
FZD;ELEK_MS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000271
FZD;ELEK_MS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FZD;ELEK_MS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FZD;ELEK_MS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;3.3903749
FZD;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;40.6844988
FZD;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;4.9880800
FZD;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;59.8569600
FZD;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;5.0855624
FZD;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;61.0267488
FZD;ELEK_MS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FZD;ELEK_MS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_MS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0039196
FZD;ELEK_MS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0003058
FZD;ELEK_MS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FZD;ELEK_MS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FZD;ELEK_MS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;4.2231748
FZD;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;50.6780976
FZD;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;6.3983061
FZD;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;76.7796732
FZD;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;6.3347622
FZD;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;76.0171464
FZD;ELEK_LS_DC;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FZD;ELEK_LS_DC;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0048818
FZD;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0039055
FZD;ELEK_LS_DC;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0003809
FZD;ELEK_LS_DC;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1557427
FZD;ELEK_LS_DC;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FZD;ELEK_LS_DC;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/jaar;56.1228635
FZD;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/maand;4.6769053
FZD;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;kWh-tarief;EUR/kW;0.0271123
FZD;ELEK_LS_DIGI;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FZD;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0262323
FZD;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0209858
FZD;ELEK_LS_DIGI;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0020475
FZD;ELEK_LS_DIGI;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.3276168
FZD;ELEK_LS_DIGI;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FZD;ELEK_LS_DIGI;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FZD;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;140.31
FZD;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0631932
FZD;ELEK_LS_ANA;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FZD;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0262323
FZD;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0209858
FZD;ELEK_LS_ANA;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0020475
FZD;ELEK_LS_ANA;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FZD;ELEK_LS_ANA;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FZD;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;140.31
FZD;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0631932
FZD;ELEK_LS_ANA_PRO;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FZD;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0262323
FZD;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0209858
FZD;ELEK_LS_ANA_PRO;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0020475
FZD;ELEK_LS_ANA_PRO;Afname;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;EUR/kW/jaar;61.80
FZD;ELEK_LS_ANA_PRO;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FZD;ELEK_LS_ANA_PRO;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
