Jaar;Maand;Segment;Energietype;Contracttype;Handelsnaam;Productnaam;Variabel/Dynamisch;Prijsonderdeel;Indexatieparameter A (a.A + b.B + c.C + d.D + z);Beschrijving A;Waarde A (�/MWh) - VNR waarde;Waarde A (�/MWh) - laatst gekende waarde;Indexatieparameter B (a.A + b.B + c.C + d.D + z);Beschrijving B;Waarde B (�/MWh) - VNR waarde;Waarde B (�/MWh) - laatst gekende waarde;Indexatieparameter C (a.A + b.B + c.C + d.D + z);Beschrijving C;Waarde C (�/MWh) - VNR waarde;Waarde C (�/MWh) - laatst gekende waarde;Indexatieparameter D (a.A + b.B + c.C + d.D + z);Beschrijving D;Waarde D (�/MWh) - VNR waarde;Waarde D (�/MWh) - laatst gekende waarde;a;b;c;d;z;Prijs;source_file;Waarde A (€/MWh) - VNR waarde;Waarde A (€/MWh) - laatst gekende waarde;Waarde B (€/MWh) - VNR waarde;Waarde B (€/MWh) - laatst gekende waarde;Waarde C (€/MWh) - VNR waarde;Waarde C (€/MWh) - laatst gekende waarde;Waarde D (€/MWh) - VNR waarde;Waarde D (€/MWh) - laatst gekende waarde
2026;jan;Woning;Elektriciteit;Injectie;Trevion;LIFEPOWR by Trevion;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;-1,3;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Trevion;LIFEPOWR by Trevion;Dynamisch;Vaste vergoeding (�);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;0;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Trevion;Trevion Groene Energie Dynamisch;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,09;;;;-0,5;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Trevion;Trevion Groene Energie Dynamisch;Dynamisch;Vaste vergoeding (�);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;0;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Trevion;Trevion Groene Stroom Flex Teruglevering;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex SPP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van genormaliseerde SPP profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;50,41977;87,34101;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;-2,5;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Trevion;Trevion Groene Stroom Flex Teruglevering;Variabel;Tweevoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex SPP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van genormaliseerde SPP profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;50,41977;87,34101;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;-2,5;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Trevion;Trevion Groene Stroom Flex Teruglevering;Variabel;Tweevoudige meter nachttarief (c�/kWh);M EPEX Spot Belgium/Belpex SPP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van genormaliseerde SPP profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;50,41977;87,34101;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;-2,5;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Trevion;Trevion Groene Stroom Flex Teruglevering;Variabel;Vaste vergoeding (�);M EPEX Spot Belgium/Belpex SPP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van genormaliseerde SPP profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;50,41977;87,34101;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;0;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Wase Wind;Vol dynamisch;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;-1,5;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;Wase Wind;Vol dynamisch;Dynamisch;Vaste vergoeding (�);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;0;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;"Wind voor ""A"" (handelsnaam van Aspiravi Energy)";Eco Plus Flex teruglevering;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex rek gem uurprijzen;Rekenkundig gemiddelde van de uurnoteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,07;;;;-2;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;"Wind voor ""A"" (handelsnaam van Aspiravi Energy)";Eco Plus Flex teruglevering;Variabel;Tweevoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex rek gem uurprijzen;Rekenkundig gemiddelde van de uurnoteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,07;;;;-2;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;"Wind voor ""A"" (handelsnaam van Aspiravi Energy)";Eco Plus Flex teruglevering;Variabel;Tweevoudige meter nachttarief (c�/kWh);M EPEX Spot Belgium/Belpex rek gem uurprijzen;Rekenkundig gemiddelde van de uurnoteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,07;;;;-2;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Elektriciteit;Injectie;"Wind voor ""A"" (handelsnaam van Aspiravi Energy)";Eco Plus Flex teruglevering;Variabel;Vaste vergoeding (�);M EPEX Spot Belgium/Belpex rek gem uurprijzen;Rekenkundig gemiddelde van de uurnoteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;73,03904;85,35196;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;0;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Belvus;Flex Online Gas;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF DAW RLP0N Heren;"Gewogen gemiddelde van de TTF Price Assessment day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: ICIS Heren	
";27,4572;27,66698;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,35;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Belvus;Flex Online Gas;Variabel;Vaste vergoeding (�);M TTF DAW RLP0N Heren;"Gewogen gemiddelde van de TTF Price Assessment day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: ICIS Heren	
";27,4572;27,66698;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;47,17;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Belvus;Flow+;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF DAW RLP0N Heren;"Gewogen gemiddelde van de TTF Price Assessment day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: ICIS Heren	
";27,4572;27,66698;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,11;;;;0,36;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Belvus;Flow+;Variabel;Vaste vergoeding (�);M TTF DAW RLP0N Heren;"Gewogen gemiddelde van de TTF Price Assessment day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: ICIS Heren	
";27,4572;27,66698;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;61,32;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Belvus;Smart Plus Gas;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF DAW RLP0N Heren;"Gewogen gemiddelde van de TTF Price Assessment day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: ICIS Heren	
";27,4572;27,66698;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,11;;;;1,4;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Belvus;Smart Plus Gas;Variabel;Vaste vergoeding (�);M TTF DAW RLP0N Heren;"Gewogen gemiddelde van de TTF Price Assessment day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: ICIS Heren	
";27,4572;27,66698;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;122,64;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Bolt;Bolt Variabel;Variabel;Enkelvoudige meter dagtarief (c�/kWh);Q TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per kwartaal. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;29,43872;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,9;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Bolt;Bolt Variabel;Variabel;Vaste vergoeding (�);Q TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per kwartaal. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;29,43872;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;124,4151;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Bolt;Bolt Variabel Online;Variabel;Enkelvoudige meter dagtarief (c�/kWh);Q TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per kwartaal. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;29,43872;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,9;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Bolt;Bolt Variabel Online;Variabel;Vaste vergoeding (�);Q TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per kwartaal. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;29,43872;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;90,45;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Bolt;Plenty Variabel;Variabel;Enkelvoudige meter dagtarief (c�/kWh);Q TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per kwartaal. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;29,43872;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,9;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Bolt;Plenty Variabel;Variabel;Vaste vergoeding (�);Q TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per kwartaal. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;29,43872;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;67,81;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Bolt;Plenty Variabel Online;Variabel;Enkelvoudige meter dagtarief (c�/kWh);Q TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per kwartaal. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;29,43872;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,9;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Bolt;Plenty Variabel Online;Variabel;Vaste vergoeding (�);Q TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per kwartaal. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;29,43872;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;33,85;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;DATS 24;Aardgas Variabel;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M ZTP RLP0N EGSI EEX;Gewogen gemiddelde van de ZTP EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,11155;27,80531;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,11;;;;0,24;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;DATS 24;Aardgas Variabel;Variabel;Vaste vergoeding (�);M ZTP RLP0N EGSI EEX;Gewogen gemiddelde van de ZTP EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,11155;27,80531;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;36,32076;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Ebem;Ebem Aardgas Variabel;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M ZTP RLP0N EOD EEX;Gewogen gemiddelde van de ZTP End of Day noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,11155;27,83279;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,11;;;;0,68;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Ebem;Ebem Aardgas Variabel;Variabel;Vaste vergoeding (�);M ZTP RLP0N EOD EEX;Gewogen gemiddelde van de ZTP End of Day noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,11155;27,83279;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;70,7547;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Ebem;Ebem G@s+;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M ZTP RLP0N EOD EEX;Gewogen gemiddelde van de ZTP End of Day noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,11155;27,83279;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,11;;;;0,63;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Ebem;Ebem G@s+;Variabel;Vaste vergoeding (�);M ZTP RLP0N EOD EEX;Gewogen gemiddelde van de ZTP End of Day noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,11155;27,83279;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;61,3208;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Ecofix Gas & Power;Flexy;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,65242;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,52;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Ecofix Gas & Power;Flexy;Variabel;Vaste vergoeding (�);M TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,65242;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;56,6;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Ecofix Gas & Power;Flexy Online;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,65242;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,22;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Ecofix Gas & Power;Flexy Online;Variabel;Vaste vergoeding (�);M TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,65242;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;9,43;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Elegant;ComfortFlex;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF RLP0N EOD EEX;Gewogen gemiddelde van de TTF End of Day noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,6523;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,44;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Elegant;ComfortFlex;Variabel;Vaste vergoeding (�);M TTF RLP0N EOD EEX;Gewogen gemiddelde van de TTF End of Day noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,6523;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;70,75472;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Elegant;Flex;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF RLP0N EOD EEX;Gewogen gemiddelde van de TTF End of Day noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,6523;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,44;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Elegant;Flex;Variabel;Vaste vergoeding (�);M TTF RLP0N EOD EEX;Gewogen gemiddelde van de TTF End of Day noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,6523;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;70,75472;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Eneco Belgium;Eneco Aardgas Flex;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF DAW RLP0N Heren;"Gewogen gemiddelde van de TTF Price Assessment day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: ICIS Heren	
";27,4572;27,66698;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;0,00;0;;1,02;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Eneco Belgium;Eneco Aardgas Flex;Variabel;Vaste vergoeding (�);M TTF DAW RLP0N Heren;"Gewogen gemiddelde van de TTF Price Assessment day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: ICIS Heren	
";27,4572;27,66698;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;61,321;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Energie.be;Gas online;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,65242;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,16;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;Energie.be;Gas online;Variabel;Vaste vergoeding (�);M TTF RLP0N EGSI EEX;Gewogen gemiddelde van de TTF EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,4572;27,65242;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;33,02;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;EnergyVision;Goedkope Stroom;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M ZTP RLP0N EGSI EEX;Gewogen gemiddelde van de ZTP EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,11155;27,80531;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,45;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;EnergyVision;Goedkope Stroom;Variabel;Vaste vergoeding (�);M ZTP RLP0N EGSI EEX;Gewogen gemiddelde van de ZTP EGSI noteringen day ahead en weekend per maand. Weging o.b.v. het RLP0N profiel. Bron: EEX;27,11155;27,80531;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;47,16981;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel) ;Basic Online;Variabel;Enkelvoudige meter dagtarief (c�/kWh);ZTP DAM Heren;Rekenkundig gemiddelde van de dagelijkse quoteringen op �European Spot Gas Markets� (�ESGM�) gepubliceerd onder de naam �ZTP Price Assessment Day-Ahead� voor de weekdagen en onder de naam �ZTP Price Assessment Weekend� voor weekenddagen tijdens de maand van levering. Bron: ICIS Heren;27,10881;27,82842;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,38;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel) ;Basic Online;Variabel;Vaste vergoeding (�);ZTP DAM Heren;Rekenkundig gemiddelde van de dagelijkse quoteringen op �European Spot Gas Markets� (�ESGM�) gepubliceerd onder de naam �ZTP Price Assessment Day-Ahead� voor de weekdagen en onder de naam �ZTP Price Assessment Weekend� voor weekenddagen tijdens de maand van levering. Bron: ICIS Heren;27,10881;27,82842;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;18,87;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel) ;Direct Online;Variabel;Enkelvoudige meter dagtarief (c�/kWh);ZTP DAM Heren;Rekenkundig gemiddelde van de dagelijkse quoteringen op �European Spot Gas Markets� (�ESGM�) gepubliceerd onder de naam �ZTP Price Assessment Day-Ahead� voor de weekdagen en onder de naam �ZTP Price Assessment Weekend� voor weekenddagen tijdens de maand van levering. Bron: ICIS Heren;27,10881;27,82842;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;0,69;;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel) ;Direct Online;Variabel;Vaste vergoeding (�);ZTP DAM Heren;Rekenkundig gemiddelde van de dagelijkse quoteringen op �European Spot Gas Markets� (�ESGM�) gepubliceerd onder de naam �ZTP Price Assessment Day-Ahead� voor de weekdagen en onder de naam �ZTP Price Assessment Weekend� voor weekenddagen tijdens de maand van levering. Bron: ICIS Heren;27,10881;27,82842;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;28,3;master_var_dyn_2026.csv;;;;;;;;
2026;jan;Woning;Gas;Afname;ENGIE (handelsnaam van Electrabel) ;Easy ;Variabel;Enkelvoudige meter dagtarief (c�/kWh);ZTP 101 Heren;Bron: ICIS Heren;27,40116;27,74795;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);0,1;;;;1,44;;master_var_dyn_2026.csv;;;;;;;;
