Jaar;Maand;Segment;Energietype;Contracttype;Handelsnaam;Productnaam;Variabel/Dynamisch;Prijsonderdeel;Indexatieparameter A (a.A + b.B + c.C + d.D + z);Beschrijving A;Waarde A (�/MWh) - VNR waarde;Waarde A (�/MWh) - laatst gekende waarde;Indexatieparameter B (a.A + b.B + c.C + d.D + z);Beschrijving B;Waarde B (�/MWh) - VNR waarde;Waarde B (�/MWh) - laatst gekende waarde;Indexatieparameter C (a.A + b.B + c.C + d.D + z);Beschrijving C;Waarde C (�/MWh) - VNR waarde;Waarde C (�/MWh) - laatst gekende waarde;Indexatieparameter D (a.A + b.B + c.C + d.D + z);Beschrijving D;Waarde D (�/MWh) - VNR waarde;Waarde D (�/MWh) - laatst gekende waarde;a;b;c;d;z;Prijs;source_file;Waarde A (€/MWh) - VNR waarde;Waarde A (€/MWh) - laatst gekende waarde;Waarde B (€/MWh) - VNR waarde;Waarde B (€/MWh) - laatst gekende waarde;Waarde C (€/MWh) - VNR waarde;Waarde C (€/MWh) - laatst gekende waarde;Waarde D (€/MWh) - VNR waarde;Waarde D (€/MWh) - laatst gekende waarde
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel;Variabel;Tweevoudige meter dagtarief (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;� 0,00;� 0,11;� 0,00;� 0,00;� 1,39;� 14,34;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel;Variabel;Tweevoudige meter nachttarief (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;� 0,00;� 0,00;� 0,11;� 0,00;� 1,39;� 14,34;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel;Variabel;Uitsluitend nachtmeter (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;� 0,00;� 0,00;� 0,00;� 0,11;� 1,39;� 14,34;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel;Variabel;Vaste vergoeding (�);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;;;;;;� 67,81;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,11;;;;� 1,39;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel Online;Variabel;Enkelvoudige meter dagtarief (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;� 0,11;� 0,00;� 0,00;� 0,00;� 1,39;� 14,34;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel Online;Variabel;Kosten groene stroom (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel Online;Variabel;Kosten WKK (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;;;;;;� 0,36;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel Online;Variabel;Tweevoudige meter dagtarief (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;� 0,00;� 0,11;� 0,00;� 0,00;� 1,39;� 14,34;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel Online;Variabel;Tweevoudige meter nachttarief (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;� 0,00;� 0,00;� 0,11;� 0,00;� 1,39;� 14,34;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel Online;Variabel;Uitsluitend nachtmeter (c�/kWh);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;� 0,00;� 0,00;� 0,00;� 0,11;� 1,39;� 14,34;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel Online;Variabel;Vaste vergoeding (�);Q EPEX Spot Belgium/Belpex RLP_BE TH (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de daguren (24u) van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;99,24;Q EPEX Spot Belgium/Belpex RLP_BE HI (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dag-/piekuren van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;110,26;Q EPEX Spot Belgium/Belpex RLP_BE LO (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de dal-/nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;Q EPEX Spot Belgium/Belpex RLP_BE UN (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per kwartaal. Weging o.b.v. het gemiddelde van de exclusief nachturen van de RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;89,49;;;;;;� 33,85;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Bolt;Plenty Variabel Online;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,11;;;;� 1,39;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;DATS 24;Elektriciteit Groen Variabel;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,11;;;;� 0,51;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;DATS 24;Elektriciteit Groen Variabel;Variabel;Kosten groene stroom (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,12;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;DATS 24;Elektriciteit Groen Variabel;Variabel;Kosten WKK (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,36;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;DATS 24;Elektriciteit Groen Variabel;Variabel;Tweevoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,13;;;;� 0,51;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;DATS 24;Elektriciteit Groen Variabel;Variabel;Tweevoudige meter nachttarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 0,51;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;DATS 24;Elektriciteit Groen Variabel;Variabel;Uitsluitend nachtmeter (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 0,51;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;DATS 24;Elektriciteit Groen Variabel;Variabel;Vaste vergoeding (�);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 36,32;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Dots energy;Actual Markets;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 1,50;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Dots energy;Actual Markets;Dynamisch;Kosten groene stroom (c�/kWh);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Dots energy;Actual Markets;Dynamisch;Kosten WKK (c�/kWh);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,41;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Dots energy;Actual Markets;Dynamisch;Vaste vergoeding (�);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 60,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Dots energy;Actual Markets met optie Insights;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 1,50;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Dots energy;Actual Markets met optie Insights;Dynamisch;Kosten groene stroom (c�/kWh);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Dots energy;Actual Markets met optie Insights;Dynamisch;Kosten WKK (c�/kWh);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,41;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Dots energy;Actual Markets met optie Insights;Dynamisch;Vaste vergoeding (�);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 90,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Ebem;Ebem Groen B@sic+;Variabel;Kosten groene stroom (c�/kWh);M EPEX Spot Belgium/Belpex RLP_VL (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Vlaamse netgebieden. Bron: EPEX Spot/Belpex;115,64677;98,2453;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Ebem;Ebem Groen B@sic+;Variabel;Kosten WKK (c�/kWh);M EPEX Spot Belgium/Belpex RLP_VL (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Vlaamse netgebieden. Bron: EPEX Spot/Belpex;115,64677;98,2453;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,42;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Ebem;Ebem Groen B@sic+;Variabel;Tweevoudige meter dag- en (exclusief) nachttarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_VL (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Vlaamse netgebieden. Bron: EPEX Spot/Belpex;115,64677;98,2453;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,11;;;;� 2,00;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Ebem;Ebem Groen B@sic+;Variabel;Vaste vergoeding (�);M EPEX Spot Belgium/Belpex RLP_VL (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Vlaamse netgebieden. Bron: EPEX Spot/Belpex;115,64677;98,2453;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 66,04;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Ebem;Ebem Groen B@sic+;Variabel;Vaste vergoeding tweevoudige meter (�);M EPEX Spot Belgium/Belpex RLP_VL (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Vlaamse netgebieden. Bron: EPEX Spot/Belpex;115,64677;98,2453;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 66,04;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Woning;Elektriciteit;Afname;Ebem;Ebem Groen B@sic+;Variabel;Vaste vergoeding uitsluitend nachtmeter (�);M EPEX Spot Belgium/Belpex RLP_VL (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Vlaamse netgebieden. Bron: EPEX Spot/Belpex;115,64677;98,2453;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 33,06;master_var_dyn_2026.csv;;;;;;;;
